,seqname,source,feature,start,end,strand,ref_gene_id,reference_id,filename,transcript_length,molecularSubtype,Start_UTRref,End_UTRref,UTR_length,ref_UTR_length,UTR_diff,UTR_length (ln),UTR_type,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
8235,chr12,StringTie,transcript,55818041,55821879,+,ORMDL2,NM_014182.5,SRR19969217,3838,Uninvolved,55820395,55821879,1484,1484,0,7.302496423727326,no change,1317.40632616946,1.06086489316091,0.307191313071478,3.45343389614037,0.0005534979394435,0.0104189292551274
8206,chr4,StringTie,transcript,70397940,70410195,+,OPRPN,NM_021225.5,SRR19969216,12255,Uninvolved,70410075,70410195,120,120,0,4.787491742782046,no change,405.896582921033,-7.46391393346057,1.92146095182501,-3.88449940987419,0.0001025409418663,0.0028933874547902
8361,chr16,StringTie,transcript,2969348,2973484,+,PAQR4,NM_152341.5,SRR19969213,4136,Uninvolved,2971948,2973484,1536,1536,0,7.336936913707618,no change,1044.60831223383,1.73028451943671,0.533979414865894,3.24035809483642,0.0011937967538725,0.0184799563201364
8204,chr1,StringTie,transcript,241628851,241640369,-,OPN3,NM_001381856.1,SRR19969216,11518,Uninvolved,241628850,241636032,7182,7182,0,8.879333174786028,no change,1248.139,2.231297,0.6417872,3.476693,0.0005076384,0.009786603
8200,chr1,StringTie,transcript,241593124,241640369,-,OPN3,NM_014322.3,SRR19969213,47245,Uninvolved,241593123,241594427,1304,1304,0,7.173191742486599,no change,797.4895,1.371216,0.3541418,3.871942,0.0001079719,0.003017188
8197,chr19,aptardi,transcript,45549112,45584802,-,OPA3,NM_025136.4,SRR19969213,35690,Uninvolved,45546280,45553513,4402,7233,-2831,8.389814262086407,shorter,697.541328456178,0.413412227833433,0.12590488822303,3.28352801601403,0.0010251645457105,0.0166091538457606
8196,chr19,StringTie,transcript,45546281,45584802,-,OPA3,NM_025136.4,SRR19969213,38521,Uninvolved,45546280,45553513,7233,7233,0,8.886409166849282,no change,697.541328456178,0.413412227833433,0.12590488822303,3.28352801601403,0.0010251645457105,0.0166091538457606
8182,chr11,StringTie,transcript,7485506,7511377,+,OLFML1,NM_198474.4,SRR19969218,25871,Uninvolved,7510188,7511377,1189,1189,0,7.080867896690782,no change,432.477986598688,-1.40772613959052,0.489824686050451,-2.87393873702299,0.0040538758922891,0.0450615612245275
8161,chr1,StringTie,transcript,151762969,151771330,+,OAZ3,NM_001134939.1,SRR19969213,8361,Uninvolved,151771219,151771330,111,111,0,4.709530201312334,no change,682.3281,1.298877,0.4495021,2.88959,0.003857449,0.04342062
8157,chr12,StringTie,transcript,121017761,121039246,-,OASL,NM_001395418.1,SRR19969213,21485,Uninvolved,121017760,121019030,1270,1270,0,7.146772179452637,no change,261.117717707514,2.8963460798902,0.774078369400435,3.74167034551498,0.0001828012047344,0.0045841652133263
8154,chr12,StringTie,transcript,112906956,112919903,+,OAS1,XM_011538413.2,SRR19969216,12947,Uninvolved,112919693,112919903,210,210,0,5.3471075307174685,no change,1006.81805477766,1.73791172900877,0.595217208903466,2.91979415751507,0.0035026265683427,0.040612139147503
8201,chr1,aptardi,transcript,241593592,241640369,-,OPN3,NM_014322.3,SRR19969213,46777,Uninvolved,241593123,241594427,836,1304,-468,6.728628613084702,shorter,797.4895,1.371216,0.3541418,3.871942,0.0001079719,0.003017188
9227,chr1,StringTie,transcript,110451149,110457358,+,PROK1,NM_032414.3,SRR19969216,6209,Uninvolved,110456351,110457358,1007,1007,0,6.914730892718563,no change,6.781392,-4.020631,1.266402,-3.174845,0.001499164,0.02167731
8385,chr12,StringTie,transcript,102120183,102149007,+,PARPBP,NM_001319996.2,SRR19969213,28824,Uninvolved,102148478,102149007,529,529,0,6.270988431858299,no change,45.8168014307576,2.30954559819065,0.516980029953871,4.46737874651893,7.91838659178615e-06,0.0004054150205524
8518,chr20,StringTie,transcript,5114953,5119958,-,PCNA,NM_182649.2,SRR19969213,5005,Uninvolved,5114952,5115282,330,330,0,5.799092654460526,no change,1978.57113029215,1.30119116899672,0.384836621296649,3.38115214870287,0.0007218256207192,0.0127393360693729
8697,chr17,StringTie,transcript,49404052,49414860,-,PHB1,XM_017024763.1,SRR19969217,10808,Uninvolved,49404051,49404991,940,940,0,6.84587987526405,no change,3716.27169141243,1.01504326527723,0.182386177450364,5.56535193328164,2.6162385149378e-08,3.28917021991637e-06
8694,chr17,aptardi,transcript,49404805,49414882,-,PHB1,NM_002634.4,SRR19969217,10077,Uninvolved,49404051,49404991,187,940,-753,5.231108616854587,shorter,3714.83717692627,1.01465959948111,0.182092150104794,5.5722314163305,2.5149703877096e-08,3.17440161139179e-06
8693,chr17,StringTie,transcript,49404052,49414882,-,PHB1,NM_002634.4,SRR19969217,10830,Uninvolved,49404051,49404991,940,940,0,6.84587987526405,no change,3714.83717692627,1.01465959948111,0.182092150104794,5.5722314163305,2.5149703877096e-08,3.17440161139179e-06
8683,chr11,StringTie,transcript,101029624,101129813,-,PGR,NM_000926.4,SRR19969217,100189,Uninvolved,101029623,101039115,9492,9492,0,9.158204617555654,no change,891.001890773703,-4.76013488331516,0.820566613030918,-5.80103407538445,6.59072040129567e-09,1.02761930962849e-06
8682,chr11,StringTie,transcript,101029624,101129063,-,PGR,NM_001202474.3,SRR19969217,99439,Uninvolved,101029623,101039115,9492,9492,0,9.158204617555654,no change,877.220525848999,-4.75649615976601,0.818561315176746,-5.81080008495024,6.217497497907881e-09,9.81454350693325e-07
8657,chr12,StringTie,transcript,132710842,132722734,+,PGAM5,NM_001170544.2,SRR19969218,11892,Uninvolved,132720828,132722734,1906,1906,0,7.552762084214147,no change,1256.63252968523,1.23199059138981,0.382877296255759,3.21771649412936,0.0012921546961097,0.0195482570732509
8650,chr12,StringTie,transcript,53295542,53299450,+,PFDN5,NM_002624.4,SRR19969217,3908,Uninvolved,53299345,53299450,105,105,0,4.653960350157523,no change,3711.665967126,-0.489579064293583,0.168247513156769,-2.90987400115331,0.0036157449043469,0.0414666688462284
8517,chr15,StringTie,transcript,64364304,64381441,-,PCLAF,NM_001029989.3,SRR19969217,17137,Uninvolved,64364303,64366004,1701,1701,0,7.438971592395862,no change,407.591560851512,2.29140804134116,0.76288241805921,3.0036188894883,0.0026678928882793,0.0333922006651439
8640,chr1,StringTie,transcript,161100561,161118037,-,PFDN2,NM_012394.4,SRR19969213,17476,Uninvolved,161100560,161100682,122,122,0,4.804021044733257,no change,1564.223,1.777229,0.448081,3.966311,7.299351e-05,0.002211182
8597,chr20,aptardi,transcript,50124180,50153723,-,PEDS1,NM_199129.4,SRR19969216,29543,Uninvolved,50118253,50125057,878,6804,-5926,6.777646593635117,shorter,760.012738835128,0.589284620732514,0.09859756825556,5.97666485247504,2.2775207223306803e-09,4.22403733968124e-07
8596,chr20,StringTie,transcript,50118254,50153723,-,PEDS1,NM_199129.4,SRR19969216,35469,Uninvolved,50118253,50125057,6804,6804,0,8.825265953515752,no change,760.012738835128,0.589284620732514,0.09859756825556,5.97666485247504,2.2775207223306803e-09,4.22403733968124e-07
8572,chr2,StringTie,transcript,172556090,172608669,+,PDK1,NM_002610.5,SRR19969216,52579,Uninvolved,172595969,172608669,12700,12700,0,9.449357272446685,no change,682.1137,1.322617,0.4111315,3.217017,0.001295308,0.01958199
8560,chr16,StringTie,transcript,69326913,69330588,-,PDF,NM_022341.2,SRR19969216,3675,Uninvolved,69326912,69329021,2109,2109,0,7.653969180478774,no change,632.802676158716,0.788046334294077,0.187403625728177,4.20507517521093,2.60995392260412e-05,0.0010214187777176
8555,chr2,StringTie,transcript,231732433,231781282,-,PDE6D,NM_001291018.2,SRR19969216,48849,Uninvolved,231732432,231733016,584,584,0,6.369900982828227,no change,409.03,0.4751365,0.1326491,3.581904,0.000341099,0.00719702
8552,chr12,StringTie,transcript,54561465,54579239,+,PDE1B,NM_001165975.3,SRR19969216,17774,Uninvolved,54577328,54577345,1911,17,1894,7.555381944240273,longer,220.152704793357,-1.69535073851197,0.444462373928761,-3.81438528423939,0.000136522335171,0.0036029323177364
8545,chr19,StringTie,transcript,34404399,34426168,+,PDCD2L,NM_032346.2,SRR19969217,21769,Uninvolved,34426120,34426168,48,48,0,3.871201010907891,no change,212.709898198544,1.29911017261862,0.438197321547028,2.96466935953007,0.0030300840536366,0.0365380120747346
8638,chr1,StringTie,transcript,161100556,161118043,-,PFDN2,XM_011509624.3,SRR19969217,17487,Uninvolved,161100555,161100682,127,127,0,4.844187086458591,no change,1564.859,1.775222,0.4479447,3.963037,7.400224e-05,0.002236414
8133,chr17,StringTie,transcript,49575871,49583827,+,NXPH3,NM_007225.4,SRR19969213,7956,Uninvolved,49579300,49583827,4527,4527,0,8.417814747435958,no change,250.329713186475,-2.18485488663496,0.630093406494654,-3.46750952178627,0.0005253051310933,0.0099932075103186
9305,chr19,StringTie,transcript,40393764,40413364,-,PRX,NM_020956.2,SRR19969216,19600,Uninvolved,40393763,40398556,4793,4793,0,8.474911799159631,no change,240.23962215748,-1.26810715597033,0.359529969040225,-3.52712503871535,0.0004200983203212,0.0084571375465942
9315,chr15,StringTie,transcript,78540444,78552417,+,PSMA4,NM_001330673.2,SRR19969213,11973,Uninvolved,78548807,78552417,3610,3610,0,8.191463051326927,no change,2745.93405462696,0.988214811836354,0.242800830107969,4.07006356360855,4.70003123614198e-05,0.0015802985575431
9590,chr2,StringTie,transcript,129979666,129982738,+,RAB6C,NM_032144.3,SRR19969213,3072,Uninvolved,129980880,129982738,1858,1858,0,7.527255919373784,no change,70.41863,-2.538228,0.7458596,-3.403091,0.0006662817,0.01194799
9587,chr20,aptardi,transcript,36605779,36612391,+,RAB5IF,NM_001374178.1,SRR19969213,6612,Uninvolved,36612009,36612557,382,548,-166,5.945420608606575,shorter,1625.26464311391,1.36386396423764,0.343075285749857,3.97540720911056,7.02589344284123e-05,0.0021451989986385
9586,chr20,aptardi,transcript,36605779,36612409,+,RAB5IF,NM_018840.5,SRR19969213,6630,Uninvolved,36612051,36612557,358,506,-148,5.8805329864007,shorter,1624.85392473839,1.36412708785169,0.342989567801745,3.97716786721682,6.97409332648927e-05,0.002133478946692
9585,chr20,StringTie,transcript,36605779,36612557,+,RAB5IF,NM_018840.5,SRR19969213,6778,Uninvolved,36612051,36612557,506,506,0,6.226536669287466,no change,1624.85392473839,1.36412708785169,0.342989567801745,3.97716786721682,6.97409332648927e-05,0.002133478946692
9551,chr12,aptardi,transcript,120095674,120116753,-,RAB35,NM_001167606.2,SRR19969213,21079,Uninvolved,120095098,120097266,1593,2168,-575,7.373374309910049,shorter,1533.29666003149,0.531989273078807,0.117805912647066,4.51581131307553,6.30748089612051e-06,0.0003354936431494
9550,chr12,StringTie,transcript,120095099,120116753,-,RAB35,NM_001167606.2,SRR19969213,21654,Uninvolved,120095098,120097266,2168,2168,0,7.681560362559537,no change,1533.29666003149,0.531989273078807,0.117805912647066,4.51581131307553,6.30748089612051e-06,0.0003354936431494
9547,chr12,aptardi,transcript,120095674,120117469,-,RAB35,XM_024448801.1,SRR19969213,21795,Uninvolved,120095093,120096414,741,1321,-580,6.608000625296087,shorter,1565.17754968218,0.520035803228187,0.117214449877631,4.43661855488885,9.1383015421064e-06,0.0004534579193456
9546,chr12,StringTie,transcript,120095094,120117469,-,RAB35,XM_024448801.1,SRR19969213,22375,Uninvolved,120095093,120096414,1321,1321,0,7.186144304522325,no change,1565.17754968218,0.520035803228187,0.117214449877631,4.43661855488885,9.1383015421064e-06,0.0004534579193456
9514,chr2,aptardi,transcript,65088091,65130132,-,RAB1A,XM_005264468.2,SRR19969218,42041,Uninvolved,65086853,65088492,402,1639,-1237,5.996452088619021,shorter,4387.259,0.4995867,0.1705467,2.929325,0.003396985,0.03969257
9513,chr2,aptardi,transcript,65088191,65130132,-,RAB1A,XM_005264468.2,SRR19969218,41941,Uninvolved,65086853,65088492,302,1639,-1337,5.71042701737487,shorter,4387.259,0.4995867,0.1705467,2.929325,0.003396985,0.03969257
9512,chr2,aptardi,transcript,65087791,65130132,-,RAB1A,XM_005264468.2,SRR19969217,42341,Uninvolved,65086853,65088492,702,1639,-937,6.553933404025811,shorter,4387.259,0.4995867,0.1705467,2.929325,0.003396985,0.03969257
9511,chr2,aptardi,transcript,65087891,65130132,-,RAB1A,XM_005264468.2,SRR19969217,42241,Uninvolved,65086853,65088492,602,1639,-1037,6.400257445308821,shorter,4387.259,0.4995867,0.1705467,2.929325,0.003396985,0.03969257
9510,chr2,StringTie,transcript,65086854,65130132,-,RAB1A,XM_005264468.2,SRR19969217,43278,Uninvolved,65086853,65088492,1639,1639,0,7.40184157874383,no change,4387.259,0.4995867,0.1705467,2.929325,0.003396985,0.03969257
9509,chr2,aptardi,transcript,65088091,65130106,-,RAB1A,NM_004161.5,SRR19969218,42015,Uninvolved,65086853,65088492,402,1639,-1237,5.996452088619021,shorter,4392.941,0.4978329,0.170608,2.917993,0.003522922,0.04073458
9508,chr2,aptardi,transcript,65088191,65130106,-,RAB1A,NM_004161.5,SRR19969218,41915,Uninvolved,65086853,65088492,302,1639,-1337,5.71042701737487,shorter,4392.941,0.4978329,0.170608,2.917993,0.003522922,0.04073458
9619,chr1,StringTie,transcript,202878282,202889149,-,RABIF,NM_002871.5,SRR19969216,10867,Uninvolved,202878281,202880977,2696,2696,0,7.899524472032198,no change,405.7286,0.8684087,0.2386669,3.63858,0.0002741457,0.006106365
9636,chr17,StringTie,transcript,17681458,17811453,+,RAI1,NM_030665.4,SRR19969217,129995,Uninvolved,17809981,17811453,1472,1472,0,7.294377299288821,no change,1258.9716121976,-0.774350678019266,0.229584811716988,-3.37283059897629,0.0007439971073767,0.0130115122984937
9648,chr20,StringTie,transcript,33993659,34084884,+,RALY,XM_024451859.1,SRR19969218,91225,Uninvolved,34078549,34078553,6335,4,6331,8.75384509275524,longer,3425.59171799506,0.688904553799215,0.163962512569955,4.20159793236452,2.6503754747517e-05,0.0010312148980203
9649,chr20,StringTie,transcript,33993911,34084884,+,RALY,NM_016732.3,SRR19969218,90973,Uninvolved,34078549,34078553,6335,4,6331,8.75384509275524,longer,3762.82087108878,0.637455240979846,0.175148497809507,3.63951303580774,0.0002731541101022,0.0060917436333593
9737,chr20,aptardi,transcript,35651745,35664900,-,RBM12,NM_001198840.2,SRR19969216,13155,Uninvolved,35648924,35652523,779,3599,-2820,6.658011045870748,shorter,2307.09669454378,0.487280137203404,0.144620336187124,3.3693749444263,0.0007533886918916,0.0131324350279998
9733,chr20,aptardi,transcript,35650145,35664900,-,RBM12,NM_006047.6,SRR19969217,14755,Uninvolved,35648924,35652523,2379,3599,-1220,7.774435510302958,shorter,2314.56855564536,0.486243630129673,0.144263097766399,3.37053368226595,0.0007502273398031,0.0130934738605147
9732,chr20,aptardi,transcript,35651945,35664900,-,RBM12,NM_006047.6,SRR19969217,12955,Uninvolved,35648924,35652523,579,3599,-3020,6.361302477572996,shorter,2314.56855564536,0.486243630129673,0.144263097766399,3.37053368226595,0.0007502273398031,0.0130934738605147
9731,chr20,StringTie,transcript,35648925,35664900,-,RBM12,NM_006047.6,SRR19969217,15975,Uninvolved,35648924,35652523,3599,3599,0,8.188411308079031,no change,2314.56855564536,0.486243630129673,0.144263097766399,3.37053368226595,0.0007502273398031,0.0130934738605147
9706,chr1,aptardi,transcript,206557164,206589325,+,RASSF5,NM_182665.4,SRR19969213,32161,Uninvolved,206586978,206589448,2347,2470,-123,7.760893195851024,shorter,819.5147,0.9047399,0.2840449,3.1852,0.001446541,0.02112537
9705,chr1,StringTie,transcript,206557164,206589448,+,RASSF5,NM_182665.4,SRR19969213,32284,Uninvolved,206586978,206589448,2470,2470,0,7.8119734296220225,no change,819.5147,0.9047399,0.2840449,3.1852,0.001446541,0.02112537
