Unnamed: 0,seqname,source,feature,start,end,strand,ref_gene_id,reference_id,filename,transcript_length,molecularSubtype,Start_UTRref,End_UTRref,UTR_length,ref_UTR_length,UTR_diff,UTR_length (ln),UTR_type,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
370.0,chr12,StringTie,transcript,48936204,48957205,-,ARF3,XM_005268856.1,SRR19969211,21001,triple negative,48936203,48938946,2743,2743,0,7.916807490937603,no change,7431.34715750539,0.846498785110161,0.282919881208033,2.99200883831746,0.0027714823915532,0.0343981762440079
435.0,chr4,StringTie,transcript,56505209,56524453,+,ARL9,NM_206919.3,SRR19969210,19244,triple negative,56523876,56524453,577,577,0,6.3578422665081,no change,99.026880814397,3.87811319839727,1.32999293264448,2.91589007972114,0.0035467543246262,0.0409177692041928
436.0,chr4,aptardi,transcript,56505209,56523996,+,ARL9,NM_206919.3,SRR19969210,18787,triple negative,56523876,56524453,120,577,-457,4.787491742782046,shorter,99.026880814397,3.87811319839727,1.32999293264448,2.91589007972114,0.0035467543246262,0.0409177692041928
486.0,chr1,StringTie,transcript,230979082,231000595,+,ARV1,XM_024449202.1,SRR19969208,21513,triple negative,230997263,230997267,3332,4,3328,8.111328003286733,longer,490.3412,0.7187093,0.249514,2.880437,0.003971241,0.04432892
487.0,chr1,StringTie,transcript,230979094,231000733,+,ARV1,NM_022786.3,SRR19969208,21639,triple negative,230997263,230997267,3470,4,3466,8.151909872940905,longer,489.8992,0.7176491,0.2499006,2.871738,0.004082211,0.04529251
501.0,chr11,StringTie,transcript,2268498,2270588,-,ASCL2,NM_005170.3,SRR19969208,2090,triple negative,2268497,2269126,629,629,0,6.444131256700441,no change,277.536896432372,2.43721940479117,0.771702136148941,3.15823851020257,0.0015872563617516,0.0225992196626748
506.0,chr16,StringTie,transcript,29900392,29906056,+,ASPHD1,XM_017023107.1,SRR19969210,5664,triple negative,29905897,29906056,159,159,0,5.068904202220232,no change,149.811091621262,2.14479434187002,0.645513999758973,3.32261475765182,0.0008917798122922,0.0149803466487909
508.0,chr16,StringTie,transcript,29900488,29906056,+,ASPHD1,NM_181718.4,SRR19969210,5568,triple negative,29905897,29906056,159,159,0,5.068904202220232,no change,161.448547887564,2.1225318680472,0.658638644001171,3.2226045152058,0.0012703081256753,0.0193195435338766
518.0,chr2,StringTie,transcript,175114243,175168203,-,ATF2,NM_001256094.2,SRR19969208,53960,triple negative,175114242,175114685,443,443,0,6.093569770045136,no change,260.9259,0.5242946,0.1784532,2.937994,0.003303433,0.03890103
523.0,chr19,StringTie,transcript,49928906,49933935,+,ATF5,NM_012068.6,SRR19969210,5029,triple negative,49933092,49933935,843,843,0,6.736966958001855,no change,2216.62410977179,2.09381824256509,0.645259079537882,3.2449264318212,0.0011748097067466,0.0182829196466264
524.0,chr19,StringTie,transcript,49929202,49933935,+,ATF5,XM_011526629.3,SRR19969210,4733,triple negative,49933092,49933935,843,843,0,6.736966958001855,no change,2214.67441500817,2.10338638633131,0.646111305781821,3.25545516307925,0.0011321077040567,0.0178700813778868
525.0,chr19,StringTie,transcript,49929205,49933935,+,ATF5,NM_001193646.2,SRR19969210,4730,triple negative,49933092,49933935,843,843,0,6.736966958001855,no change,2197.702810859,2.10696283821721,0.649746153815051,3.24274768822556,0.001183829981122,0.0183676737990556
526.0,chr19,StringTie,transcript,49930245,49933935,+,ATF5,NM_001290746.2,SRR19969210,3690,triple negative,49933092,49933935,843,843,0,6.736966958001855,no change,1930.37066563236,2.20941087000406,0.713666040701171,3.09586101061125,0.0019624232420725,0.0265785723960918
546.0,chr20,StringTie,transcript,59025475,59032335,-,ATP5F1E,NM_006886.4,SRR19969211,6860,triple negative,59025474,59028841,3367,3367,0,8.121777419161074,no change,3269.68996117903,0.4523860463863,0.144619130634463,3.12812035587287,0.0017592812472751,0.0243933471110307
547.0,chr20,aptardi,transcript,59028642,59032335,-,ATP5F1E,NM_006886.4,SRR19969211,3693,triple negative,59025474,59028841,200,3367,-3167,5.298317366548036,shorter,3269.68996117903,0.4523860463863,0.144619130634463,3.12812035587287,0.0017592812472751,0.0243933471110307
548.0,chr17,StringTie,transcript,48892787,48895871,+,ATP5MC1,NM_001002027.2,SRR19969210,3084,triple negative,48895769,48895871,102,102,0,4.624972813284271,no change,1327.94304488215,0.884960854474137,0.224212429221258,3.94697500735268,7.91448149900624e-05,0.0023676451472338
567.0,chr2,StringTie,transcript,46511847,46542577,-,ATP6V1E2,NM_001371283.1,SRR19969210,30730,triple negative,46511846,46512030,184,184,0,5.214935757608986,no change,125.5521,0.9120066,0.2876893,3.170109,0.001523816,0.02191287
568.0,chr2,StringTie,transcript,46511847,46542302,-,ATP6V1E2,XM_011533149.3,SRR19969210,30455,triple negative,46511846,46512030,184,184,0,5.214935757608986,no change,128.2452,0.9366685,0.2424596,3.863194,0.0001119143,0.003099445
582.0,chr12,StringTie,transcript,74537835,74545430,+,ATXN7L3B,NM_001136262.2,SRR19969208,7595,triple negative,74538406,74545430,7024,7024,0,8.857088135314953,no change,3776.69408663149,0.676457089228693,0.188495590218656,3.58871572774726,0.0003323109503508,0.007054884400657
583.0,chr12,aptardi,transcript,74537835,74541534,+,ATXN7L3B,NM_001136262.2,SRR19969208,3699,triple negative,74538406,74545430,3128,7024,-3896,8.048149101665201,shorter,3776.69408663149,0.676457089228693,0.188495590218656,3.58871572774726,0.0003323109503508,0.007054884400657
584.0,chr1,StringTie,transcript,25834006,25859457,-,AUNIP,NM_024037.3,SRR19969208,25451,triple negative,25834005,25834992,987,987,0,6.894670039433482,no change,73.82131,2.607516,0.7414792,3.516641,0.0004370448,0.008725122
587.0,chr17,StringTie,transcript,8204734,8210575,-,AURKB,NM_001284526.2,SRR19969210,5841,triple negative,8204733,8204870,137,137,0,4.919980925828125,no change,317.372833005913,3.75372845198457,0.800601552790032,4.6886349881575,2.75033464094612e-06,0.0001711125067812
588.0,chr17,StringTie,transcript,8204738,8207367,-,AURKB,XM_017025311.1,SRR19969210,2629,triple negative,8204737,8204870,133,133,0,4.890349128221754,no change,281.249883557305,3.83732600168639,0.891494134931817,4.30437604839641,1.6745701569302e-05,0.0007241861355072
591.0,chr12,StringTie,transcript,63142759,63151201,-,AVPR1A,NM_000706.5,SRR19969211,8442,triple negative,63142758,63147358,4600,4600,0,8.433811582477187,no change,222.273692984204,-1.65921252545315,0.447140204248941,-3.7107209543819,0.0002066698193144,0.0049696845797345
621.0,chr11,StringTie,transcript,66345374,66347629,-,B4GAT1,NM_006876.3,SRR19969208,2255,triple negative,66345373,66346048,675,675,0,6.51471269087253,no change,559.58466564225,-0.94459259994296,0.328224460892013,-2.87788605814401,0.0040034971281882,0.0446185125805349
650.0,chr11,StringTie,transcript,66002079,66004146,+,BANF1,NM_001143985.1,SRR19969210,2067,triple negative,66003772,66004146,374,374,0,5.924255797414532,no change,3795.63478746612,0.968718676133131,0.293414416651391,3.30153741996964,0.0009615650765532,0.0158368834549998
651.0,chr11,StringTie,transcript,66002503,66004149,+,BANF1,NM_003860.4,SRR19969210,1646,triple negative,66003772,66004149,377,377,0,5.932245187448011,no change,3699.44796141112,0.976066213140864,0.294179204878753,3.31793069310645,0.0009068698357977,0.0151359109548134
652.0,chr11,StringTie,transcript,66002794,66004149,+,BANF1,XM_017018515.2,SRR19969210,1355,triple negative,66003772,66004149,377,377,0,5.932245187448011,no change,3706.92732746639,0.975527703565617,0.293847597331281,3.31984236871543,0.0009006828891794,0.0150723783175662
653.0,chr16,StringTie,transcript,87950461,88077316,+,BANP,NM_001384922.1,SRR19969212,126855,triple negative,88076661,88077316,655,655,0,6.484635235635252,no change,505.408994054645,0.789870692510282,0.230886302396148,3.42103747304613,0.0006238273608892,0.0113954853016432
654.0,chr16,StringTie,transcript,87951434,88077316,+,BANP,NM_017869.4,SRR19969212,125882,triple negative,88076661,88077316,655,655,0,6.484635235635252,no change,503.020553959612,0.785760739350549,0.232764403418972,3.37577708536556,0.0007360753119161,0.0129120173631729
655.0,chr16,StringTie,transcript,87951454,88077318,+,BANP,XM_017023383.2,SRR19969212,125864,triple negative,88076661,88077318,657,657,0,6.48768401848461,no change,495.314822785303,0.787985820698984,0.23237194983218,3.39105396011898,0.0006962439157886,0.012401387849053
658.0,chr11,StringTie,transcript,64987945,64996971,-,BATF2,NM_138456.4,SRR19969208,9026,triple negative,64987944,64989128,1184,1184,0,7.076653815443951,no change,134.955073381117,1.88966860105953,0.63717906005241,2.96567906814781,0.0030201546840522,0.0364602220753358
659.0,chr19,StringTie,transcript,48954875,48961798,+,BAX,NM_001291431.2,SRR19969210,6923,triple negative,48961636,48961798,162,162,0,5.087596335232384,no change,1534.19254062214,0.991756513460154,0.338671996598223,2.92836881531928,0.0034074558919738,0.0397917038215547
664.0,chr10,StringTie,transcript,110898730,110919180,-,BBIP1,NM_001195305.3,SRR19969208,20450,triple negative,110898729,110900359,1630,1630,0,7.396335293800808,no change,803.483686433153,-0.831145209660325,0.291152011975327,-2.85467788466033,0.0043080498467935,0.047074006212782
671.0,chr12,StringTie,transcript,24810024,24903067,-,BCAT1,NM_001178093.2,SRR19969211,93043,triple negative,24810023,24818007,7984,7984,0,8.9851948179913,no change,612.737314479061,2.1347870164039,0.624200806365263,3.42003245531645,0.0006261366502448,0.0114294642769938
672.0,chr12,StringTie,transcript,24810024,24902222,-,BCAT1,NM_001178094.2,SRR19969211,92198,triple negative,24810023,24818007,7984,7984,0,8.9851948179913,no change,613.717789245298,2.14408820179453,0.624102252151757,3.43547582852364,0.0005915142281761,0.0109339467166712
673.0,chr12,StringTie,transcript,24810024,24949101,-,BCAT1,NM_005504.7,SRR19969211,139077,triple negative,24810023,24818007,7984,7984,0,8.9851948179913,no change,617.150402306204,2.14535005402677,0.628034623124018,3.41597417568351,0.000635542737621,0.0115729358104365
713.0,chr3,StringTie,transcript,197509783,197555968,-,BDH1,NM_004051.5_2,SRR19969208,46185,triple negative,197509782,197511894,2112,2112,0,7.655390644826152,no change,10.1461051096328,4.31834746142755,1.28463258999901,3.36154282169571,0.0007750833736031,0.0134333003165145
714.0,chr3,aptardi,transcript,197511565,197555968,-,BDH1,NM_004051.5_2,SRR19969208,44403,triple negative,197509782,197511894,330,2112,-1782,5.799092654460526,shorter,10.1461051096328,4.31834746142755,1.28463258999901,3.36154282169571,0.0007750833736031,0.0134333003165145
715.0,chr3,StringTie,transcript,197511574,197535896,-,BDH1,XM_011513067.3,SRR19969212,24322,triple negative,197511573,197511894,321,321,0,5.771441123130016,no change,8.52681334416408,5.83862780200505,1.5315491172295,3.81223673228767,0.0001377148808072,0.0036283835752976
743.0,chr17,StringTie,transcript,78214253,78225635,+,BIRC5,NM_001168.3,SRR19969208,11382,triple negative,78223554,78225635,2081,2081,0,7.640603826393634,no change,666.256390194525,3.75352748207276,0.701776131648395,5.34861092134344,8.86318493595257e-08,9.37375743475681e-06
744.0,chr17,aptardi,transcript,78214253,78224764,+,BIRC5,NM_001168.3,SRR19969208,10511,triple negative,78223554,78225635,1210,2081,-871,7.098375638590786,shorter,666.256390194525,3.75352748207276,0.701776131648395,5.34861092134344,8.86318493595257e-08,9.37375743475681e-06
745.0,chr17,aptardi,transcript,78214253,78225364,+,BIRC5,NM_001012270.2,SRR19969210,11111,triple negative,78223657,78225635,1707,1978,-271,7.442492722794441,shorter,664.466363505589,3.75490912677252,0.700467225673646,5.36057789593423,8.29561464639817e-08,8.87679605938805e-06
787.0,chr16,StringTie,transcript,30192932,30193666,-,BOLA2B,NM_001039182.4,SRR19969211,734,triple negative,30192931,30192974,43,43,0,3.7612001156935615,no change,15.3114393552039,1.41684420759082,0.450305865924716,3.14640406622571,0.001652914764609,0.0232461928912053
788.0,chr2,StringTie,transcript,74135400,74147912,-,BOLA3,NM_212552.3,SRR19969208,12512,triple negative,74135399,74135592,193,193,0,5.262690188904886,no change,323.518,0.85816,0.22679,3.78394,0.0001543649,0.003988596
790.0,chr10,StringTie,transcript,102854259,102864961,+,BORCS7,NM_001136200.2,SRR19969211,10702,triple negative,102862924,102864961,2037,2037,0,7.619233416226805,no change,756.682000142893,-0.894244591908208,0.303264219546893,-2.94873095561454,0.0031908162330721,0.0379511533712575
796.0,chr1,StringTie,transcript,220057482,220089788,-,BPNT1,NM_001286149.2,SRR19969210,32306,triple negative,220057481,220058843,1362,1362,0,7.216709486709457,no change,1094.362,1.283457,0.3575498,3.589589,0.0003311997,0.007037264
797.0,chr1,aptardi,transcript,220057693,220089788,-,BPNT1,NM_001286149.2,SRR19969210,32095,triple negative,220057481,220058843,1151,1362,-211,7.048386408721883,shorter,1094.362,1.283457,0.3575498,3.589589,0.0003311997,0.007037264
798.0,chr1,StringTie,transcript,220057541,220089888,-,BPNT1,XM_017000044.1,SRR19969210,32347,triple negative,220057540,220058843,1303,1303,0,7.172424577124845,no change,1094.716,1.282893,0.3576452,3.587054,0.0003344349,0.00708357
799.0,chr1,aptardi,transcript,220057693,220089888,-,BPNT1,XM_017000044.1,SRR19969210,32195,triple negative,220057540,220058843,1151,1303,-152,7.048386408721883,shorter,1094.716,1.282893,0.3576452,3.587054,0.0003344349,0.00708357
800.0,chr1,StringTie,transcript,220057541,220089902,-,BPNT1,XM_017000046.1,SRR19969210,32361,triple negative,220057540,220058843,1303,1303,0,7.172424577124845,no change,1083.951,1.288665,0.3612559,3.56718,0.0003608438,0.007525022
801.0,chr1,aptardi,transcript,220057693,220089902,-,BPNT1,XM_017000046.1,SRR19969210,32209,triple negative,220057540,220058843,1151,1303,-152,7.048386408721883,shorter,1083.951,1.288665,0.3612559,3.56718,0.0003608438,0.007525022
861.0,chr11,StringTie,transcript,62662817,62665210,-,C11orf98,NM_001286086.2,SRR19969210,2393,triple negative,62662816,62663049,233,233,0,5.4510384535657,no change,889.133441364012,1.14205492243365,0.353196599222234,3.23348221627429,0.0012229094966893,0.0187911564328242
946.0,chr12,StringTie,transcript,7080219,7092445,-,C1R,NM_001733.7_2,SRR19969208,12226,triple negative,7080218,7080531,313,313,0,5.746203190540153,no change,880.522157163088,-3.53227128589356,1.00115017881809,-3.52821320979396,0.0004183750253429,0.008431784329856
947.0,chr12,aptardi,transcript,7080402,7092445,-,C1R,NM_001733.7_2,SRR19969208,12043,triple negative,7080218,7080531,130,313,-183,4.867534450455582,shorter,880.522157163088,-3.53227128589356,1.00115017881809,-3.52821320979396,0.0004183750253429,0.008431784329856
948.0,chr12,StringTie,transcript,7080219,7091893,-,C1R,NM_001354346.2_2,SRR19969208,11674,triple negative,7080218,7080531,313,313,0,5.746203190540153,no change,880.391922859954,-3.53203950257535,1.00112249813292,-3.5280792402154,0.0004185868309255,0.0084347168987425
949.0,chr12,aptardi,transcript,7080402,7091893,-,C1R,NM_001354346.2_2,SRR19969208,11491,triple negative,7080218,7080531,130,313,-183,4.867534450455582,shorter,880.391922859954,-3.53203950257535,1.00112249813292,-3.5280792402154,0.0004185868309255,0.0084347168987425
952.0,chr1,StringTie,transcript,169795040,169804386,+,C1orf112,NM_001320050.2,SRR19969210,9346,triple negative,169804168,169804386,218,218,0,5.384495062789089,no change,82.30403,2.389015,0.5182713,4.609583,4.034765e-06,0.0002321769
959.0,chr1,StringTie,transcript,231223765,231241175,-,C1orf131,NM_001300830.2,SRR19969210,17410,triple negative,231223764,231224278,514,514,0,6.2422232654551655,no change,419.0058,1.15443,0.3803296,3.03534,0.002402648,0.03095584
969.0,chr1,StringTie,transcript,154206720,154220590,-,C1orf43,NM_138740.4,SRR19969210,13870,triple negative,154206719,154207452,733,733,0,6.597145701886651,no change,4847.207,1.202788,0.3254041,3.69629,0.0002187732,0.0051872
970.0,chr1,StringTie,transcript,154211461,154220590,-,C1orf43,NM_001297721.2,SRR19969212,9129,triple negative,154211460,154212315,855,855,0,6.75110146893676,no change,2790.928,1.337183,0.3237439,4.130373,3.621754e-05,0.001308707
978.0,chr1,StringTie,transcript,209779208,209784559,-,C1orf74,NM_152485.4,SRR19969208,5351,triple negative,209779207,209782824,3617,3617,0,8.193400231952097,no change,313.6814,1.104841,0.2899724,3.810158,0.0001388782,0.003652983
998.0,chr2,StringTie,transcript,85611237,85612046,-,C2orf68,XM_024452879.1,SRR19969210,809,triple negative,85611236,85611322,86,86,0,4.454347296253507,no change,319.2246,1.281096,0.2156909,5.939497,2.858981e-09,5.211292e-07
1006.0,chr2,StringTie,transcript,190180863,190203484,+,C2orf88,NM_001042519.2,SRR19969210,22621,triple negative,190200148,190203484,3336,3336,0,8.112527763478637,no change,179.9779,-1.740415,0.5488957,-3.170757,0.001520425,0.02188803
1007.0,chr2,aptardi,transcript,190180863,190200296,+,C2orf88,NM_032321.3,SRR19969212,19433,triple negative,190200148,190203484,148,3336,-3188,4.997212273764115,shorter,180.3283,-1.744065,0.5502667,-3.169491,0.001527064,0.02194004
